recordTimeUtc,sessionSeconds,simulationFrame,gameTime,vehicleId,x,y,z,angleX,angleY,speed,prefabName
2026-05-19T01:48:20.0654364Z,0.032,12461872,2042-03-16T07:55:55.5738396,1658,2179.488,105.169,-1116.513,0.621,117.113,15.322,Bugspray Van
2026-05-19T01:48:20.5800834Z,0.545,12461903,2042-03-16T09:11:43.9699443,1658,2206.715,104.717,-1130.59,1.151,117.097,15.341,Bugspray Van
2026-05-19T01:48:21.0869924Z,1.051,12461934,2042-03-16T10:26:29.3873372,1658,2234.092,103.962,-1144.42,1.639,116.633,15.341,Bugspray Van
2026-05-19T01:48:21.5873851Z,1.552,12461964,2042-03-16T11:40:25.6280253,1658,2261.475,102.988,-1158.27,1.993,117.162,15.379,Bugspray Van
2026-05-19T01:48:22.0925208Z,2.057,12461994,2042-03-16T12:55:00.3388629,1658,2288.723,101.674,-1172.355,3.102,117.056,15.342,Bugspray Van
2026-05-19T01:48:22.5959439Z,2.56,12462024,2042-03-16T14:09:16.5305694,1658,2316.11,99.725,-1186.179,4.095,116.635,15.379,Bugspray Van
2026-05-19T01:48:23.1049445Z,3.07,12462055,2042-03-16T15:24:31.3473451,1658,2343.086,97.357,-1199.858,4.957,117.384,14.543,Bugspray Van
2026-05-19T01:48:25.1681004Z,3.582,12462085,2042-03-16T16:40:05.9365317,1658,2369.113,94.757,-1213.295,5.398,117.085,15.379,Bugspray Van
2026-05-19T01:48:25.7003233Z,4.11,12462117,2042-03-16T17:58:06.8306630,1658,2395.921,91.811,-1226.844,5.63,116.721,14.226,Bugspray Van
2026-05-19T01:48:26.2197848Z,4.628,12462148,2042-03-16T19:14:35.9199437,1658,2421.459,89.022,-1239.742,5.396,117.007,15.089,Bugspray Van
2026-05-19T01:48:26.7509705Z,5.161,12462179,2042-03-16T20:33:20.9707079,1658,2448.128,86.452,-1253.498,4.483,116.911,14.389,Bugspray Van
2026-05-19T01:48:27.2677402Z,5.678,12462211,2042-03-16T21:49:36.5315517,1658,2473.935,84.239,-1266.567,4.066,116.707,15.09,Bugspray Van
2026-05-19T01:48:27.7915914Z,6.201,12462242,2042-03-16T23:06:48.8885116,1658,2500.859,82.616,-1280.218,1.542,117.421,14.583,Bugspray Van
2026-05-19T01:48:28.3119782Z,6.719,12462273,2042-03-17T00:23:25.9393515,1658,2526.991,81.966,-1293.85,0.475,117.909,15.419,Bugspray Van
2026-05-19T01:48:28.8269246Z,7.232,12462305,2042-03-17T01:39:07.4752540,1658,2553.681,82.031,-1308.153,359.396,118.425,14.309,Bugspray Van
2026-05-19T01:48:29.3437709Z,7.749,12462336,2042-03-17T02:55:23.2144764,1658,2566.206,82.181,-1314.932,359.396,118.425,14.176,Bugspray Van
2026-05-19T01:48:29.8546940Z,8.262,12462366,2042-03-17T04:11:11.2664974,1658,2592.511,82.606,-1329.256,358.951,118.748,15.417,Bugspray Van
2026-05-19T01:48:30.3754345Z,8.782,12462397,2042-03-17T05:27:57.4593214,1658,2618.375,83.18,-1343.544,358.862,118.978,14.499,Bugspray Van
2026-05-19T01:48:30.9152032Z,9.318,12462429,2042-03-17T06:47:09.0758286,1658,2644.838,83.787,-1358.271,358.85,119.218,15.416,Bugspray Van
2026-05-19T01:48:31.4185475Z,9.819,12462460,2042-03-17T08:01:01.9859374,1658,2670.605,84.37,-1372.759,358.876,119.393,14.509,Bugspray Van
2026-05-19T01:48:31.9307135Z,10.334,12462491,2042-03-17T09:17:09.5623042,1658,2697.041,85.009,-1387.741,358.708,119.687,15.426,Bugspray Van
2026-05-19T01:48:32.4369372Z,10.839,12462521,2042-03-17T10:31:42.4808361,1658,2722.43,85.646,-1402.277,358.769,119.828,14.287,Bugspray Van
2026-05-19T01:48:32.9605861Z,11.362,12462552,2042-03-17T11:48:57.4947118,1658,2748.458,86.198,-1417.256,359.209,120.035,15.454,Bugspray Van
2026-05-19T01:48:33.4806258Z,11.882,12462584,2042-03-17T13:05:41.5179138,1658,2774.252,86.464,-1432.255,359.586,120.227,14.689,Bugspray Van
2026-05-19T01:48:33.9839645Z,12.385,12462614,2042-03-17T14:20:02.5663984,1658,2797.668,86.621,-1445.955,359.756,120.427,11.99,Bugspray Van
2026-05-19T01:48:34.5086121Z,12.91,12462645,2042-03-17T15:37:29.3923404,1658,2815.117,86.673,-1456.234,359.891,120.529,8.305,Bugspray Van
2026-05-19T01:48:35.0169670Z,13.418,12462676,2042-03-17T16:52:34.1920663,1658,2826.393,86.694,-1462.886,0.002,120.597,4.87,Bugspray Van
2026-05-19T01:48:35.5421882Z,13.943,12462707,2042-03-17T18:10:02.4461287,1658,2831.676,86.686,-1466.015,0.115,120.66,1.27,Bugspray Van
2026-05-19T01:48:36.0708223Z,14.471,12462739,2042-03-17T19:28:01.2209620,1658,2832.222,86.685,-1466.339,0.115,120.66,0,Bugspray Van
2026-05-19T01:48:36.5768717Z,14.976,12462769,2042-03-17T20:42:33.3529662,1658,2832.222,86.685,-1466.339,0.115,120.66,0,Bugspray Van
2026-05-19T01:48:37.0967181Z,15.491,12462800,2042-03-17T21:58:38.9919517,1658,2832.222,86.685,-1466.339,0.115,120.66,0,Bugspray Van
