recordTimeUtc,simulationFrame,gameTime,buildingId,x,y,z,angleY,widthCells,lengthCells,sizeX,sizeY,sizeZ,centerOffsetX,centerOffsetY,centerOffsetZ,minY,maxY,prefabName
2026-07-01T03:10:16.2851823Z,12461871,2026-07-01T11:09:38.4142988+08:00,28319,1289.862,169.588,2355.437,229.019,1,4,7.013,7.211,7.184,0,0,0,168.828,170.012,L5 1x1 Detached
