recordTimeUtc,sessionSeconds,simulationFrame,gameTime,vehicleId,x,y,z,angleX,angleY,speed,prefabName
2026-06-10T03:15:17.6699012Z,0.045,12461872,2042-03-16T07:57:56.8486042,7019,1371.938,162.047,2415.609,353.461,220.98,4.194,Sports-car
2026-06-10T03:15:18.1844380Z,0.56,12461904,2042-03-16T09:13:55.0667287,7019,1366.32,163.006,2409.143,353.66,220.981,4.071,Sports-car
2026-06-10T03:15:18.6854355Z,1.061,12461934,2042-03-16T10:27:51.6804032,7019,1361.491,163.794,2403.584,354.161,220.982,4.247,Sports-car
2026-06-10T03:15:19.1976103Z,1.573,12461965,2042-03-16T11:43:29.9903174,7019,1356.705,164.399,2398.074,355.714,220.981,2.884,Sports-car
2026-06-10T03:15:19.7129508Z,2.083,12461996,2042-03-16T12:58:50.4943863,7019,1351.615,164.764,2392.215,359.027,220.983,4.888,Sports-car
2026-06-10T03:15:20.2168135Z,2.587,12462026,2042-03-16T14:13:16.2454379,7019,1346.843,164.808,2386.721,359.961,220.979,3.889,Sports-car
2026-06-10T03:15:20.7300163Z,3.1,12462057,2042-03-16T15:28:55.6974049,7019,1341.071,164.817,2380.077,359.9,220.981,5.238,Sports-car
2026-06-10T03:15:22.8086245Z,3.62,12462087,2042-03-16T16:45:46.0884812,7019,1333.539,165.397,2371.407,356.286,220.979,6.028,Sports-car
2026-06-10T03:15:23.3354934Z,4.146,12462119,2042-03-16T18:03:22.6399488,7019,1325.54,166.44,2362.199,354.413,220.98,6.152,Sports-car
2026-06-10T03:15:23.8544955Z,4.665,12462150,2042-03-16T19:20:04.3066659,7019,1321.526,167.055,2357.578,354.112,220.981,6.152,Sports-car
2026-06-10T03:15:24.3641030Z,5.174,12462181,2042-03-16T20:35:12.8525895,7019,1313.5,168.319,2348.339,354.076,220.981,6.152,Sports-car
2026-06-10T03:15:24.8717832Z,5.676,12462211,2042-03-16T21:49:17.9306417,7019,1305.474,169.574,2339.1,354.324,220.981,6.152,Sports-car
2026-06-10T03:15:25.3997689Z,6.204,12462243,2042-03-16T23:07:15.9640789,7019,1297.439,170.779,2329.851,354.552,220.98,6.167,Sports-car
2026-06-10T03:15:25.9060549Z,6.71,12462273,2042-03-17T00:21:58.2142037,7019,1289.428,171.848,2320.629,355.371,220.98,6.025,Sports-car
2026-06-10T03:15:26.4121752Z,7.216,12462304,2042-03-17T01:36:44.5807666,7019,1281.533,172.841,2311.54,355.024,220.978,6.159,Sports-car
2026-06-10T03:15:26.9243651Z,7.728,12462334,2042-03-17T02:52:20.4485798,7019,1273.545,173.918,2302.345,355.097,220.981,5.977,Sports-car
2026-06-10T03:15:27.4545672Z,8.254,12462366,2042-03-17T04:10:03.6478287,7019,1265.705,174.92,2293.32,355.521,220.981,6.159,Sports-car
2026-06-10T03:15:27.9702960Z,8.77,12462397,2042-03-17T05:26:14.4757772,7019,1257.632,175.666,2284.026,357.774,220.98,6.168,Sports-car
2026-06-10T03:15:28.5021623Z,9.301,12462429,2042-03-17T06:44:33.6275267,7019,1249.549,176.133,2274.721,358,220.981,6.167,Sports-car
2026-06-10T03:15:29.0316330Z,9.832,12462461,2042-03-17T08:03:03.1008759,7019,1241.465,176.536,2265.416,358.254,220.98,6.167,Sports-car
2026-06-10T03:15:29.5479301Z,10.348,12462492,2042-03-17T09:19:10.5892328,7019,1233.395,176.907,2256.125,358.315,220.98,6.167,Sports-car
2026-06-10T03:15:30.0508307Z,10.849,12462522,2042-03-17T10:33:06.9970695,7019,1225.299,177.253,2246.806,358.496,220.981,6.178,Sports-car
2026-06-10T03:15:30.5771862Z,11.376,12462554,2042-03-17T11:50:56.0015977,7019,1217.24,177.572,2237.528,358.563,220.98,6.178,Sports-car
2026-06-10T03:15:31.0770506Z,11.876,12462584,2042-03-17T13:04:47.4355678,7019,1209.139,177.862,2228.203,358.779,220.981,6.178,Sports-car
2026-06-10T03:15:31.5857767Z,12.384,12462614,2042-03-17T14:19:52.6033866,7019,1205.088,177.993,2223.54,358.779,220.98,6.178,Sports-car
2026-06-10T03:15:32.1119874Z,12.911,12462646,2042-03-17T15:37:35.5540249,7019,1196.986,178.238,2214.213,358.907,220.98,6.182,Sports-car
2026-06-10T03:15:32.6382778Z,13.433,12462677,2042-03-17T16:54:45.0241870,7019,1188.879,178.477,2204.881,358.889,220.982,6.182,Sports-car
2026-06-10T03:15:33.1423023Z,13.938,12462708,2042-03-17T18:09:16.1396760,7019,1180.773,178.716,2195.549,358.903,220.981,6.182,Sports-car
2026-06-10T03:15:33.6567264Z,14.452,12462738,2042-03-17T19:25:15.4277202,7019,1172.671,178.944,2186.222,358.958,220.982,6.168,Sports-car
2026-06-10T03:15:34.1767289Z,14.972,12462770,2042-03-17T20:42:02.3527521,7019,1164.568,179.157,2176.896,359.083,220.981,6.182,Sports-car
2026-06-10T03:15:34.6866326Z,15.483,12462800,2042-03-17T21:57:23.0736776,7019,1156.461,179.329,2167.563,359.24,220.982,6.182,Sports-car
2026-06-10T03:15:35.2002593Z,15.993,12462831,2042-03-17T23:12:43.1979658,7019,1148.354,179.459,2158.23,359.593,220.981,6.182,Sports-car
2026-06-10T03:15:35.7075136Z,16.501,12462861,2042-03-18T00:27:46.7689315,7019,1140.235,179.469,2148.884,0.073,220.979,6.193,Sports-car
2026-06-10T03:15:36.2189852Z,17.013,12462892,2042-03-18T01:43:18.2671898,7019,1132.112,179.39,2139.534,0.628,220.98,6.193,Sports-car
2026-06-10T03:15:36.7467589Z,17.54,12462924,2042-03-18T03:01:12.7562890,7019,1124.01,179.203,2130.207,0.947,220.981,6.133,Sports-car
2026-06-10T03:15:37.2671741Z,18.062,12462955,2042-03-18T04:18:10.3679155,7019,1115.909,178.964,2120.881,1.283,220.981,6.193,Sports-car
2026-06-10T03:15:37.7815536Z,18.575,12462986,2042-03-18T05:33:58.1097189,7019,1108.145,178.661,2111.943,1.531,220.981,5.772,Sports-car
2026-06-10T03:15:38.3026731Z,19.097,12463017,2042-03-18T06:51:01.1294181,7019,1100.164,178.307,2102.756,1.819,220.981,6.193,Sports-car
