recordTimeUtc,sessionSeconds,simulationFrame,gameTime,vehicleId,x,y,z,angleX,angleY,speed,prefabName
2026-06-23T07:05:08.4624970Z,0.026,12461872,2042-03-16T08:02:02.0723345,10879,1426.479,164.594,2318.224,359.756,310.981,6.129,Sports-car
2026-06-23T07:05:08.6735872Z,0.397,12461888,2042-03-16T08:32:29.7895104,10879,1421.852,164.619,2322.243,359.774,310.981,6.129,Sports-car
2026-06-23T07:05:08.9405775Z,0.75,12461904,2042-03-16T09:11:41.2960954,10879,1417.225,164.642,2326.263,359.793,310.98,6.129,Sports-car
2026-06-23T07:05:09.2033759Z,1.108,12461920,2042-03-16T09:51:19.7730229,10879,1412.598,164.663,2330.282,359.82,310.979,6.129,Sports-car
2026-06-23T07:05:09.4719121Z,1.464,12461936,2042-03-16T10:30:58.1058957,10879,1407.971,164.679,2334.302,359.878,310.982,6.129,Sports-car
2026-06-23T07:05:09.7406293Z,1.821,12461952,2042-03-16T11:10:19.8623522,10879,1403.646,164.686,2337.516,359.98,300.914,4.69,Sports-car
2026-06-23T07:05:10.0048412Z,2.17,12461968,2042-03-16T11:49:02.3465538,10879,1400.077,164.687,2339.257,359.989,289.016,3.292,Sports-car
2026-06-23T07:05:10.2845578Z,2.522,12461984,2042-03-16T12:30:55.0739803,10879,1397.682,164.688,2339.852,359.994,273.979,1.681,Sports-car
2026-06-23T07:05:10.5454066Z,2.871,12462000,2042-03-16T13:09:29.3452663,10879,1395.51,164.688,2339.778,-0.004,264.341,2.681,Sports-car
2026-06-23T07:05:10.8009715Z,3.211,12462016,2042-03-16T13:47:17.1480381,10879,1392.741,164.688,2339.081,-0.002,248.493,3.083,Sports-car
2026-06-23T07:05:11.0829309Z,3.558,12462032,2042-03-16T14:28:56.5104445,10879,1389.903,164.688,2337.963,-0.002,248.495,3.018,Sports-car
2026-06-23T07:05:11.3416563Z,3.906,12462048,2042-03-16T15:07:07.5479574,10879,1388.025,164.688,2337.223,0,224.285,1.018,Sports-car
2026-06-23T07:05:11.6047914Z,4.25,12462064,2042-03-16T15:45:20.5365813,10879,1387.552,164.688,2337.036,0,224.285,0,Sports-car
2026-06-23T07:05:11.8805192Z,4.592,12462080,2042-03-16T16:26:33.6192067,10879,1387.545,164.688,2337.536,0.002,179.285,1,Sports-car
2026-06-23T07:05:13.0359980Z,5.008,12462096,2042-03-16T17:07:24.2489364,10879,1388.255,164.688,2337.338,0.004,134.285,2,Sports-car
