recordTimeUtc,sessionSeconds,simulationFrame,gameTime,vehicleId,x,y,z,angleX,angleY,speed,prefabName
2026-06-23T07:05:08.4624970Z,0.026,12461872,2042-03-16T08:02:02.0723345,3460,1390.666,164.909,2333.742,2.361,46.946,3.541,Sedan
2026-06-23T07:05:08.6735872Z,0.397,12461888,2042-03-16T08:32:29.7895104,3460,1393.466,164.786,2335.877,1.646,58.379,3.541,Sedan
2026-06-23T07:05:08.9405775Z,0.75,12461904,2042-03-16T09:11:41.2960954,3460,1396.744,164.719,2336.802,0.526,90.088,3.541,Sedan
2026-06-23T07:05:09.2033759Z,1.108,12461920,2042-03-16T09:51:19.7730229,3460,1400.086,164.697,2335.986,0.158,117.376,3.541,Sedan
2026-06-23T07:05:09.4719121Z,1.464,12461936,2042-03-16T10:30:58.1058957,3460,1403.495,164.688,2333.836,0.127,126.012,4.541,Sedan
2026-06-23T07:05:09.7406293Z,1.821,12461952,2042-03-16T11:10:19.8623522,3460,1407.452,164.675,2330.718,0.151,130.07,5.541,Sedan
2026-06-23T07:05:10.0048412Z,2.17,12461968,2042-03-16T11:49:02.3465538,3460,1411.891,164.658,2326.921,0.191,130.965,6.144,Sedan
2026-06-23T07:05:10.2845578Z,2.522,12461984,2042-03-16T12:30:55.0739803,3460,1416.53,164.636,2322.892,0.215,130.98,6.144,Sedan
2026-06-23T07:05:10.5454066Z,2.871,12462000,2042-03-16T13:09:29.3452663,3460,1421.169,164.612,2318.863,0.231,130.98,6.144,Sedan
2026-06-23T07:05:10.8009715Z,3.211,12462016,2042-03-16T13:47:17.1480381,3460,1425.807,164.587,2314.833,0.246,130.982,6.144,Sedan
2026-06-23T07:05:11.0829309Z,3.558,12462032,2042-03-16T14:28:56.5104445,3460,1430.445,164.559,2310.804,0.261,130.977,6.144,Sedan
2026-06-23T07:05:11.3416563Z,3.906,12462048,2042-03-16T15:07:07.5479574,3460,1435.084,164.53,2306.775,0.278,130.98,6.144,Sedan
2026-06-23T07:05:11.6047914Z,4.25,12462064,2042-03-16T15:45:20.5365813,3460,1439.722,164.5,2302.746,0.296,130.982,6.144,Sedan
2026-06-23T07:05:11.8815217Z,4.592,12462080,2042-03-16T16:26:33.6192067,3460,1444.36,164.467,2298.717,0.32,130.982,6.144,Sedan
2026-06-23T07:05:13.0359980Z,5.008,12462096,2042-03-16T17:07:24.2489364,3460,1448.998,164.431,2294.688,0.339,130.981,6.144,Sedan
