recordTimeUtc,sessionSeconds,simulationFrame,gameTime,vehicleId,x,y,z,angleX,angleY,speed,prefabName
2026-06-23T07:05:08.4624970Z,0.026,12461872,2042-03-16T08:02:02.0723345,8825,1396.474,157.993,2443.855,355.471,220.981,6.136,Electric Car 01
2026-06-23T07:05:08.6735872Z,0.397,12461888,2042-03-16T08:32:29.7895104,8825,1392.465,158.534,2439.24,354.41,220.98,6.138,Electric Car 01
2026-06-23T07:05:08.9405775Z,0.75,12461904,2042-03-16T09:11:41.2960954,8825,1388.462,159.165,2434.632,353.8,220.98,6.137,Electric Car 01
2026-06-23T07:05:09.2033759Z,1.108,12461920,2042-03-16T09:51:19.7730229,8825,1384.462,159.842,2430.027,353.521,220.981,6.137,Electric Car 01
2026-06-23T07:05:09.4729149Z,1.464,12461936,2042-03-16T10:30:58.1058957,8825,1380.464,160.541,2425.425,353.398,220.98,6.136,Electric Car 01
2026-06-23T07:05:09.7406293Z,1.821,12461952,2042-03-16T11:10:19.8623522,8825,1376.466,161.248,2420.823,353.371,220.981,6.136,Electric Car 01
2026-06-23T07:05:10.0048412Z,2.17,12461968,2042-03-16T11:49:02.3465538,8825,1372.469,161.954,2416.221,353.428,220.981,6.136,Electric Car 01
2026-06-23T07:05:10.2845578Z,2.522,12461984,2042-03-16T12:30:55.0739803,8825,1368.47,162.648,2411.618,353.584,220.98,6.136,Electric Car 01
2026-06-23T07:05:10.5454066Z,2.871,12462000,2042-03-16T13:09:29.3452663,8825,1364.47,163.318,2407.013,353.88,220.98,6.137,Electric Car 01
2026-06-23T07:05:10.8009715Z,3.211,12462016,2042-03-16T13:47:17.1480381,8825,1360.467,163.943,2402.405,354.415,220.981,6.137,Electric Car 01
2026-06-23T07:05:11.0829309Z,3.558,12462032,2042-03-16T14:28:56.5104445,8825,1356.63,164.444,2397.988,355.87,220.982,5.608,Electric Car 01
2026-06-23T07:05:11.3416563Z,3.906,12462048,2042-03-16T15:07:07.5479574,8825,1353.148,164.707,2393.98,358.615,220.981,5.026,Electric Car 01
2026-06-23T07:05:11.6047914Z,4.25,12462064,2042-03-16T15:45:20.5365813,8825,1350.025,164.783,2390.384,359.604,220.981,4.501,Electric Car 01
2026-06-23T07:05:11.8815217Z,4.592,12462080,2042-03-16T16:26:33.6192067,8825,1346.745,164.805,2386.609,359.862,220.98,5.501,Electric Car 01
2026-06-23T07:05:13.0359980Z,5.008,12462096,2042-03-16T17:07:24.2489364,8825,1343.794,164.812,2383.211,359.987,220.982,3.501,Electric Car 01
