recordTimeUtc,sessionSeconds,simulationFrame,gameTime,vehicleId,x,y,z,angleX,angleY,speed,prefabName
2026-07-01T03:12:27.7020000Z,0.029,12461872,2042-03-16T08:03:03.4015985,8641,1318.843,164.216,2407.753,358.291,130.981,6.129,Donut Van
2026-07-01T03:12:27.9104419Z,0.404,12461888,2042-03-16T08:33:59.4220106,8641,1323.473,164.394,2403.73,358.383,130.981,6.144,Donut Van
2026-07-01T03:12:28.1808161Z,0.764,12461904,2042-03-16T09:13:55.8915583,8641,1328.11,164.557,2399.702,358.568,130.979,6.144,Donut Van
2026-07-01T03:12:28.4440952Z,1.119,12461920,2042-03-16T09:52:46.9187834,8641,1332.67,164.692,2395.741,358.881,130.981,5.939,Donut Van
2026-07-01T03:12:28.7107004Z,1.476,12461936,2042-03-16T10:32:23.7025397,8641,1336.488,164.767,2392.511,359.54,129.127,4.066,Donut Van
2026-07-01T03:12:28.9738360Z,1.823,12461952,2042-03-16T11:10:56.1571764,8641,1339.742,164.794,2390.078,359.695,124.434,4.066,Donut Van
2026-07-01T03:12:29.2311851Z,2.17,12461968,2042-03-16T11:49:17.1945597,8641,1343.364,164.808,2388.338,359.91,106.894,4.066,Donut Van
2026-07-01T03:12:29.4981432Z,2.518,12461984,2042-03-16T12:27:56.6656340,8641,1347.332,164.812,2387.946,359.976,84.381,4.066,Donut Van
2026-07-01T03:12:29.7736476Z,2.864,12462000,2042-03-16T13:09:27.7552956,8641,1351.131,164.813,2389.125,359.994,61.159,4.057,Donut Van
2026-07-01T03:12:30.0368321Z,3.215,12462016,2042-03-16T13:48:10.8267175,8641,1354.403,164.771,2391.481,1.197,47.416,4.067,Donut Van
2026-07-01T03:12:30.2998305Z,3.565,12462032,2042-03-16T14:26:49.6971060,8641,1357.626,164.583,2394.708,3.287,42.997,5.07,Donut Van
2026-07-01T03:12:30.5652474Z,3.916,12462048,2042-03-16T15:05:32.0271670,8641,1361.337,164.155,2398.839,5.342,41.045,6.074,Donut Van
2026-07-01T03:12:30.8443314Z,4.267,12462064,2042-03-16T15:47:22.6055832,8641,1365.329,163.547,2403.429,6.073,40.988,6.152,Donut Van
2026-07-01T03:12:31.1106134Z,4.62,12462080,2042-03-16T16:26:34.4359569,8641,1369.34,162.881,2408.045,6.359,40.983,6.152,Donut Van
2026-07-01T03:12:33.2675215Z,5.035,12462096,2042-03-16T17:06:30.2953138,8641,1373.349,162.19,2412.66,6.532,40.981,6.152,Donut Van
2026-07-01T03:13:14.8434535Z,5.442,12462112,2042-03-16T17:46:35.0257426,8641,1377.357,161.485,2417.273,6.626,40.98,6.152,Donut Van
2026-07-01T03:13:15.1169049Z,5.803,12462128,2042-03-16T18:26:16.1740899,8641,1381.364,160.775,2421.886,6.636,40.979,6.152,Donut Van
2026-07-01T03:13:15.3701344Z,6.149,12462144,2042-03-16T19:04:20.2418635,8641,1385.371,160.068,2426.499,6.569,40.979,6.152,Donut Van
2026-07-01T03:13:15.6387608Z,6.508,12462160,2042-03-16T19:43:43.3657310,8641,1389.379,159.373,2431.113,6.405,40.981,6.152,Donut Van
2026-07-01T03:13:15.9030254Z,6.863,12462176,2042-03-16T20:22:57.2117270,8641,1393.39,158.703,2435.729,6.098,40.981,6.152,Donut Van
2026-07-01T03:13:16.1693463Z,7.217,12462192,2042-03-16T21:02:09.0508489,8641,1397.403,158.079,2440.35,5.542,40.979,6.152,Donut Van
2026-07-01T03:13:16.4319401Z,7.56,12462208,2042-03-16T21:40:13.3400555,8641,1401.424,157.569,2444.978,3.963,40.981,6.154,Donut Van
2026-07-01T03:13:16.7064986Z,7.903,12462224,2042-03-16T22:21:24.7859065,8641,1404.982,157.322,2449.074,0.848,40.981,4.712,Donut Van
2026-07-01T03:13:16.9685101Z,8.252,12462240,2042-03-16T23:00:08.4977066,8641,1407.68,157.276,2452.18,0.36,40.981,3.515,Donut Van
2026-07-01T03:13:17.2337851Z,8.607,12462256,2042-03-16T23:39:08.9692478,8641,1410.192,157.258,2455.072,0.178,40.98,4.147,Donut Van
2026-07-01T03:13:17.4980636Z,8.959,12462272,2042-03-17T00:17:44.7936108,8641,1412.74,157.25,2458.005,0.048,40.979,3.625,Donut Van
2026-07-01T03:13:17.7733590Z,9.305,12462288,2042-03-17T00:58:55.3948651,8641,1415.458,157.248,2461.133,0.019,40.981,4.661,Donut Van
2026-07-01T03:13:18.0387483Z,9.656,12462304,2042-03-17T01:37:56.1484080,8641,1418.843,157.181,2465.03,1.339,40.979,5.663,Donut Van
2026-07-01T03:13:18.2975323Z,9.995,12462320,2042-03-17T02:15:39.7958235,8641,1422.716,156.927,2469.489,3.487,40.981,6.163,Donut Van
2026-07-01T03:13:18.5788120Z,10.344,12462336,2042-03-17T02:57:42.4058382,8641,1426.747,156.51,2474.13,4.281,40.982,6.16,Donut Van
2026-07-01T03:13:18.8291155Z,10.7,12462352,2042-03-17T03:33:58.2133410,8641,1430.774,156.027,2478.765,4.719,40.982,6.159,Donut Van
2026-07-01T03:13:19.0968960Z,11.061,12462368,2042-03-17T04:13:29.3626453,8641,1434.799,155.507,2483.398,4.964,40.98,6.159,Donut Van
2026-07-01T03:13:19.3705851Z,11.405,12462384,2042-03-17T04:54:39.9043169,8641,1438.826,154.967,2488.034,5.089,40.981,6.17,Donut Van
2026-07-01T03:13:19.6330931Z,11.755,12462400,2042-03-17T05:33:21.2137261,8641,1442.857,154.416,2492.674,5.146,40.981,6.17,Donut Van
2026-07-01T03:13:19.9104942Z,12.096,12462416,2042-03-17T06:14:11.7034319,8641,1446.887,153.863,2497.313,5.142,40.979,6.17,Donut Van
2026-07-01T03:13:20.1687822Z,12.441,12462432,2042-03-17T06:52:19.3055631,8641,1450.917,153.313,2501.953,5.086,40.98,6.17,Donut Van
2026-07-01T03:13:20.4287024Z,12.782,12462448,2042-03-17T07:30:08.3561756,8641,1454.855,152.785,2506.486,4.97,40.982,5.884,Donut Van
2026-07-01T03:13:20.7058581Z,13.125,12462464,2042-03-17T08:11:37.4384351,8641,1458.793,152.27,2511.019,4.826,40.981,6.17,Donut Van
2026-07-01T03:13:20.9633681Z,13.467,12462480,2042-03-17T08:49:42.4160383,8641,1462.826,151.766,2515.661,4.546,40.98,6.17,Donut Van
2026-07-01T03:13:21.2293163Z,13.818,12462496,2042-03-17T09:28:23.4140682,8641,1466.861,151.295,2520.306,4.206,40.98,6.17,Donut Van
2026-07-01T03:13:21.8951730Z,14.103,12462512,2042-03-17T09:54:31.0418180,8641,1470.898,150.872,2524.954,3.664,40.981,6.171,Donut Van
2026-07-01T03:13:22.1262125Z,14.569,12462528,2042-03-17T10:41:29.6684830,8641,1474.94,150.502,2529.606,3.203,40.98,6.178,Donut Van
2026-07-01T03:13:22.3965116Z,14.946,12462544,2042-03-17T11:23:16.4752842,8641,1478.985,150.162,2534.263,3.107,40.98,6.178,Donut Van
2026-07-01T03:13:22.6483261Z,15.395,12462560,2042-03-17T12:00:37.9325667,8641,1483.031,149.828,2538.92,3.092,40.982,6.178,Donut Van
2026-07-01T03:13:22.9221572Z,15.769,12462576,2042-03-17T12:42:15.2648820,8641,1487.076,149.495,2543.577,3.09,40.981,6.178,Donut Van
2026-07-01T03:13:23.1904862Z,16.133,12462592,2042-03-17T13:22:20.8138036,8641,1491.122,149.163,2548.235,3.083,40.98,6.178,Donut Van
2026-07-01T03:13:23.4531791Z,16.487,12462608,2042-03-17T14:01:31.3009866,8641,1495.167,148.831,2552.892,3.068,40.981,6.178,Donut Van
2026-07-01T03:13:23.7263758Z,16.826,12462624,2042-03-17T14:42:16.9212408,8641,1499.213,148.502,2557.549,3.043,40.981,6.178,Donut Van
2026-07-01T03:13:23.9778907Z,17.189,12462640,2042-03-17T15:19:01.9963403,8641,1503.259,148.176,2562.207,3.008,40.98,6.178,Donut Van
2026-07-01T03:13:24.2493955Z,17.55,12462656,2042-03-17T15:58:58.4276741,8641,1507.305,147.854,2566.864,2.966,40.982,6.178,Donut Van
2026-07-01T03:13:24.5134145Z,17.886,12462672,2042-03-17T16:39:01.9060200,8641,1511.351,147.537,2571.522,2.91,40.982,6.178,Donut Van
2026-07-01T03:13:24.7821813Z,18.223,12462688,2042-03-17T17:18:29.3270982,8641,1515.398,147.227,2576.18,2.842,40.98,6.178,Donut Van
2026-07-01T03:13:25.0456855Z,18.524,12462704,2042-03-17T17:57:18.8864400,8641,1519.444,146.925,2580.838,2.762,40.981,6.178,Donut Van
2026-07-01T03:13:25.3132539Z,18.836,12462720,2042-03-17T18:37:46.7320572,8641,1523.491,146.633,2585.497,2.666,40.979,6.178,Donut Van
2026-07-01T03:13:25.5867723Z,19.148,12462736,2042-03-17T19:18:10.9482131,8641,1527.542,146.351,2590.16,2.552,40.98,6.189,Donut Van
2026-07-01T03:13:25.8595446Z,19.462,12462752,2042-03-17T19:58:39.0055648,8641,1531.597,146.084,2594.828,2.407,40.982,6.189,Donut Van
2026-07-01T03:13:26.1230761Z,19.786,12462768,2042-03-17T20:37:27.5869044,8641,1535.653,145.832,2599.496,2.249,40.98,6.189,Donut Van
2026-07-01T03:13:26.3790421Z,20.098,12462784,2042-03-17T21:14:50.1495923,8641,1539.708,145.589,2604.165,2.247,40.98,6.189,Donut Van
2026-07-01T03:13:26.6589369Z,20.427,12462800,2042-03-17T21:56:48.6800450,8641,1543.764,145.343,2608.834,2.309,40.982,6.189,Donut Van
2026-07-01T03:13:26.9174557Z,20.744,12462816,2042-03-17T22:35:01.0752880,8641,1547.82,145.09,2613.502,2.379,40.98,6.189,Donut Van
2026-07-01T03:13:27.1785664Z,21.062,12462832,2042-03-17T23:13:05.4239894,8641,1551.875,144.83,2618.171,2.443,40.981,6.189,Donut Van
2026-07-01T03:13:27.4586798Z,21.386,12462848,2042-03-17T23:55:02.5234702,8641,1555.93,144.563,2622.839,2.502,40.98,6.189,Donut Van
2026-07-01T03:13:27.7121774Z,21.699,12462864,2042-03-18T00:32:35.7712917,8641,1559.985,144.29,2627.507,2.556,40.981,6.189,Donut Van
2026-07-01T03:13:27.9743400Z,21.98,12462880,2042-03-18T01:11:22.1541244,8641,1564.04,144.011,2632.174,2.606,40.981,6.189,Donut Van
2026-07-01T03:13:28.2514344Z,22.245,12462896,2042-03-18T01:52:25.4038168,8641,1568.094,143.727,2636.842,2.649,40.981,6.189,Donut Van
