recordTimeUtc,sessionSeconds,simulationFrame,gameTime,vehicleId,x,y,z,angleX,angleY,speed,prefabName
2026-06-23T03:53:08.5235053Z,0,12461871,2042-03-16T07:51:15.8746979,3197,1383.476,164.696,2356.517,0.018,92.895,0.957,Station-wagon
2026-06-23T03:53:27.5510973Z,0.026,12461872,2042-03-16T08:01:49.9652235,3197,1383.476,164.696,2356.517,0.018,92.895,0.957,Station-wagon
2026-06-23T03:53:27.5631111Z,0.051,12461873,2042-03-16T08:01:49.9652235,3197,1383.476,164.696,2356.517,0.018,92.895,0.957,Station-wagon
2026-06-23T03:53:27.5736242Z,0.074,12461874,2042-03-16T08:05:09.1418841,3197,1383.476,164.696,2356.517,0.018,92.895,0.957,Station-wagon
2026-06-23T03:53:27.5878268Z,0.096,12461875,2042-03-16T08:05:09.1418841,3197,1383.68,164.696,2355.839,0.029,135.823,1.957,Station-wagon
2026-06-23T03:53:27.6039015Z,0.121,12461876,2042-03-16T08:08:46.2697297,3197,1383.68,164.696,2355.839,0.029,135.823,1.957,Station-wagon
2026-06-23T03:53:27.6143953Z,0.145,12461877,2042-03-16T08:08:46.2697297,3197,1383.68,164.696,2355.839,0.029,135.823,1.957,Station-wagon
2026-06-23T03:53:27.6219113Z,0.169,12461878,2042-03-16T08:12:14.4385815,3197,1383.68,164.696,2355.839,0.029,135.823,1.957,Station-wagon
2026-06-23T03:53:27.6304147Z,0.192,12461879,2042-03-16T08:12:14.4385815,3197,1383.68,164.696,2355.839,0.029,135.823,1.957,Station-wagon
2026-06-23T03:53:27.6419383Z,0.214,12461880,2042-03-16T08:15:33.1575549,3197,1383.68,164.696,2355.839,0.029,135.823,1.957,Station-wagon
2026-06-23T03:53:27.6479385Z,0.237,12461881,2042-03-16T08:15:33.1575549,3197,1383.68,164.696,2355.839,0.029,135.823,1.957,Station-wagon
2026-06-23T03:53:27.6659642Z,0.259,12461882,2042-03-16T08:18:45.8323899,3197,1383.68,164.696,2355.839,0.029,135.823,1.957,Station-wagon
2026-06-23T03:53:27.6864983Z,0.28,12461883,2042-03-16T08:21:56.3194728,3197,1383.68,164.696,2355.839,0.029,135.823,1.957,Station-wagon
