recordTimeUtc,sessionSeconds,simulationFrame,gameTime,vehicleId,x,y,z,angleX,angleY,speed,prefabName
2026-06-23T07:14:57.4714636Z,0.022,12461872,2042-03-16T08:00:31.5143565,15325,1379.792,164.72,2358.764,359.829,311.117,5.788,Station-wagon
2026-06-23T07:14:57.6847827Z,0.317,12461888,2042-03-16T08:32:58.9870688,15325,1375.299,164.739,2362.679,359.814,311.016,6.133,Station-wagon
2026-06-23T07:14:57.9441820Z,0.611,12461904,2042-03-16T09:10:39.7656406,15325,1370.67,164.759,2366.703,359.812,310.989,6.133,Station-wagon
2026-06-23T07:14:58.2114882Z,0.896,12461920,2042-03-16T09:49:58.3917932,15325,1366.041,164.779,2370.725,359.818,310.988,6.133,Station-wagon
2026-06-23T07:14:58.4886176Z,1.178,12461936,2042-03-16T10:31:39.6775874,15325,1361.788,164.796,2374.421,359.839,310.98,5.137,Station-wagon
2026-06-23T07:14:58.7510179Z,1.458,12461952,2042-03-16T11:10:15.8040358,15325,1358.587,164.805,2377.173,359.912,310.218,3.305,Station-wagon
2026-06-23T07:14:59.0225277Z,1.75,12461968,2042-03-16T11:50:37.0217092,15325,1356.365,164.809,2378.946,359.944,306.322,2.383,Station-wagon
2026-06-23T07:14:59.2780571Z,2.046,12461984,2042-03-16T12:28:23.5484242,15325,1353.932,164.811,2380.484,359.966,299.483,3.383,Station-wagon
2026-06-23T07:14:59.5538403Z,2.34,12462000,2042-03-16T13:09:00.7588845,15325,1350.486,164.813,2381.806,359.987,283.951,4.066,Station-wagon
2026-06-23T07:14:59.8212650Z,2.625,12462016,2042-03-16T13:48:33.1015338,15325,1346.513,164.813,2381.933,-0.004,259.69,4.066,Station-wagon
2026-06-23T07:15:00.0741081Z,2.915,12462032,2042-03-16T14:25:50.2176006,15325,1342.804,164.813,2380.468,-0.001,237.218,4.066,Station-wagon
2026-06-23T07:15:00.3426751Z,3.202,12462048,2042-03-16T15:05:34.3995289,15325,1339.274,164.871,2377.607,358.694,225.958,5.067,Station-wagon
2026-06-23T07:15:00.6076984Z,3.485,12462064,2042-03-16T15:44:37.3982240,15325,1335.452,165.132,2373.572,356.158,221.342,6.073,Station-wagon
2026-06-23T07:15:00.8877297Z,3.764,12462080,2042-03-16T16:25:54.8187206,15325,1331.439,165.601,2368.985,355.061,221.024,6.153,Station-wagon
2026-06-23T07:15:02.2297123Z,4.103,12462096,2042-03-16T17:05:26.9800517,15325,1327.419,166.159,2364.361,354.522,220.989,6.152,Station-wagon
2026-06-23T07:15:02.4965080Z,4.389,12462112,2042-03-16T17:44:53.8187679,15325,1323.404,166.76,2359.74,354.264,220.983,6.152,Station-wagon
2026-06-23T07:15:02.7609136Z,4.668,12462128,2042-03-16T18:23:24.0441118,15325,1319.39,167.383,2355.119,354.115,220.982,6.152,Station-wagon
2026-06-23T07:15:03.0255723Z,4.954,12462144,2042-03-16T19:02:50.8973672,15325,1315.378,168.017,2350.5,354.051,220.982,6.152,Station-wagon
2026-06-23T07:15:03.3042736Z,5.234,12462160,2042-03-16T19:44:11.7522950,15325,1311.365,168.654,2345.881,354.054,220.981,6.152,Station-wagon
2026-06-23T07:15:03.5598154Z,5.524,12462176,2042-03-16T20:21:48.7585477,15325,1307.352,169.288,2341.262,354.12,220.982,6.152,Station-wagon
2026-06-23T07:15:03.8248282Z,5.822,12462192,2042-03-16T21:00:50.0605159,15325,1303.339,169.911,2336.642,354.267,220.981,6.152,Station-wagon
2026-06-23T07:15:04.0911514Z,6.107,12462208,2042-03-16T21:40:12.9829990,15325,1299.324,170.513,2332.02,354.488,220.98,6.152,Station-wagon
2026-06-23T07:15:04.3604825Z,6.395,12462224,2042-03-16T22:20:00.4755460,15325,1295.302,171.086,2327.391,354.836,220.98,6.167,Station-wagon
